mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
54384311,20,20208,2021,12,2,1,113
54384311,20,20208,2021,12,2,2,138
54384312,20,20208,2021,12,0,0,312
54384312,20,20208,2021,12,0,1,102
54384312,20,20208,2021,12,0,2,251
54384312,20,20208,2021,12,1,0,351
54384312,20,20208,2021,12,1,1,179
54384312,20,20208,2021,12,1,2,283
54384312,20,20208,2021,12,2,0,341
54384312,20,20208,2021,12,2,1,159
54384312,20,20208,2021,12,2,2,274
54384313,20,20208,2021,12,0,0,135
54384313,20,20208,2021,12,0,1,54
54384313,20,20208,2021,12,0,2,80
54384313,20,20208,2021,12,1,0,92
54384313,20,20208,2021,12,1,1,39
54384313,20,20208,2021,12,1,2,69
54384313,20,20208,2021,12,2,0,103
54384313,20,20208,2021,12,2,1,43
54384313,20,20208,2021,12,2,2,71
54384314,20,20208,2021,12,0,0,847
54384314,20,20208,2021,12,0,1,1343
54384314,20,20208,2021,12,0,2,1141
54384314,20,20208,2021,12,1,0,845
54384314,20,20208,2021,12,1,1,1361
54384314,20,20208,2021,12,1,2,1128
54384314,20,20208,2021,12,2,0,845
54384314,20,20208,2021,12,2,1,1357
54384314,20,20208,2021,12,2,2,1131
54384315,20,20208,2021,12,0,0,249
54384315,20,20208,2021,12,0,1,11
54384315,20,20208,2021,12,0,2,116
54384315,20,20208,2021,12,1,0,704
54384315,20,20208,2021,12,1,1,80
54384315,20,20208,2021,12,1,2,348
54384315,20,20208,2021,12,2,0,586
54384315,20,20208,2021,12,2,1,62
54384315,20,20208,2021,12,2,2,288
54384316,20,20208,2021,12,0,0,519
54384316,20,20208,2021,12,0,1,636
54384316,20,20208,2021,12,0,2,614
54384316,20,20208,2021,12,1,0,673
54384316,20,20208,2021,12,1,1,579
54384316,20,20208,2021,12,1,2,630
54384316,20,20208,2021,12,2,0,633
54384316,20,20208,2021,12,2,1,594
54384316,20,20208,2021,12,2,2,626
54384317,20,20208,2021,12,0,0,136
54384317,20,20208,2021,12,0,1,134
54384317,20,20208,2021,12,0,2,123
54384317,20,20208,2021,12,1,0,105
54384317,20,20208,2021,12,1,1,88
54384317,20,20208,2021,12,1,2,86
54384317,20,20208,2021,12,2,0,113
54384317,20,20208,2021,12,2,1,100
54384317,20,20208,2021,12,2,2,95
54384318,20,20208,2021,12,0,0,51
54384318,20,20208,2021,12,0,1,39
54384318,20,20208,2021,12,0,2,37
54384318,20,20208,2021,12,1,1,13
54384318,20,20208,2021,12,1,2,20
54384318,20,20208,2021,12,2,0,20
54384318,20,20208,2021,12,2,1,20
54384318,20,20208,2021,12,2,2,24
54384321,20,20208,2021,12,0,0,807
54384321,20,20208,2021,12,0,1,887
54384321,20,20208,2021,12,0,2,866
54384321,20,20208,2021,12,1,0,408
54384321,20,20208,2021,12,1,1,981
54384321,20,20208,2021,12,1,2,702
54384321,20,20208,2021,12,2,0,511
54384321,20,20208,2021,12,2,1,957
54384321,20,20208,2021,12,2,2,744
54384322,20,20208,2021,12,0,0,413
54384322,20,20208,2021,12,0,1,251
54384322,20,20208,2021,12,0,2,319
54384322,20,20208,2021,12,1,0,595
54384322,20,20208,2021,12,1,1,303
54384322,20,20208,2021,12,1,2,491
54384322,20,20208,2021,12,2,0,548
54384322,20,20208,2021,12,2,1,290
54384322,20,20208,2021,12,2,2,447
54384323,20,20208,2021,12,0,0,431
54384323,20,20208,2021,12,0,1,446
54384323,20,20208,2021,12,0,2,427
54384323,20,20208,2021,12,1,0,71
54384323,20,20208,2021,12,1,1,391
54384323,20,20208,2021,12,1,2,234
54384323,20,20208,2021,12,2,0,164
54384323,20,20208,2021,12,2,1,405
54384323,20,20208,2021,12,2,2,284
54384324,20,20208,2021,12,0,0,464
54384324,20,20208,2021,12,0,1,491
54384324,20,20208,2021,12,0,2,489
54384324,20,20208,2021,12,1,0,254
54384324,20,20208,2021,12,1,1,534
54384324,20,20208,2021,12,1,2,435
54384324,20,20208,2021,12,2,0,308
54384324,20,20208,2021,12,2,1,523
54384324,20,20208,2021,12,2,2,449
54384325,20,20208,2021,12,1,0,29
54384325,20,20208,2021,12,1,2,11
54384325,20,20208,2021,12,2,0,24
54384326,20,20208,2021,12,0,0,65
54384326,20,20208,2021,12,0,1,17
54384326,20,20208,2021,12,0,2,28
54384326,20,20208,2021,12,1,0,45
54384326,20,20208,2021,12,1,1,16
54384326,20,20208,2021,12,1,2,21
54384326,20,20208,2021,12,2,0,50
54384326,20,20208,2021,12,2,1,16
54384326,20,20208,2021,12,2,2,23
54384331,20,20208,2021,12,1,0,21
54384331,20,20208,2021,12,2,0,16
54384332,20,20208,2021,12,0,0,23
54384332,20,20208,2021,12,0,1,22
54384332,20,20208,2021,12,0,2,31
54384332,20,20208,2021,12,2,0,11
54384332,20,20208,2021,12,2,2,10
54384333,20,20208,2021,12,0,0,12
54384335,20,20208,2021,12,0,0,754
54384335,20,20208,2021,12,0,1,739
54384335,20,20208,2021,12,0,2,714
54384335,20,20208,2021,12,1,0,626
54384335,20,20208,2021,12,1,1,747
54384335,20,20208,2021,12,1,2,659
54384335,20,20208,2021,12,2,0,659
54384335,20,20208,2021,12,2,1,745
54384335,20,20208,2021,12,2,2,673
54384336,20,20208,2021,12,0,0,37
54384336,20,20208,2021,12,0,1,57
54384336,20,20208,2021,12,0,2,68
54384336,20,20208,2021,12,1,0,20
54384336,20,20208,2021,12,1,1,11
54384336,20,20208,2021,12,1,2,14
54384336,20,20208,2021,12,2,0,25
54384336,20,20208,2021,12,2,1,23
54384336,20,20208,2021,12,2,2,28
54384343,20,20208,2021,12,0,0,118
54384343,20,20208,2021,12,0,1,41
54384343,20,20208,2021,12,0,2,59
54384343,20,20208,2021,12,1,0,22
54384343,20,20208,2021,12,2,0,47
54384343,20,20208,2021,12,2,1,11
54384343,20,20208,2021,12,2,2,20
54384344,20,20208,2021,12,1,0,11
54384346,20,20208,2021,12,0,0,42
54384346,20,20208,2021,12,0,2,16
54384346,20,20208,2021,12,2,0,14
54384357,20,20208,2021,12,0,0,19
54384357,20,20208,2021,12,0,2,13
54384357,20,20208,2021,12,2,0,11
54384377,20,20208,2021,12,0,0,46
54384377,20,20208,2021,12,0,1,38
54384377,20,20208,2021,12,0,2,34
54384377,20,20208,2021,12,1,1,20
54384377,20,20208,2021,12,1,2,14
54384377,20,20208,2021,12,2,0,18
54384377,20,20208,2021,12,2,1,25
54384377,20,20208,2021,12,2,2,19
54384386,20,20208,2021,12,0,0,43
54384386,20,20208,2021,12,0,2,15
54384386,20,20208,2021,12,1,0,14
54384386,20,20208,2021,12,2,0,22
54384387,20,20208,2021,12,0,0,1530
54384387,20,20208,2021,12,0,1,661
54384387,20,20208,2021,12,0,2,845
54384387,20,20208,2021,12,1,0,408
54384387,20,20208,2021,12,1,1,104
54384387,20,20208,2021,12,1,2,201
54384387,20,20208,2021,12,2,0,698
54384387,20,20208,2021,12,2,1,248
54384387,20,20208,2021,12,2,2,367
54384389,20,20208,2021,12,0,0,50
54384389,20,20208,2021,12,0,2,11
54384389,20,20208,2021,12,2,0,20
53375734,20,20209,2021,12,0,0,130
53375734,20,20209,2021,12,0,1,80
53375734,20,20209,2021,12,0,2,105
53375734,20,20209,2021,12,1,0,47
53375734,20,20209,2021,12,1,1,31
53375734,20,20209,2021,12,1,2,42
53375734,20,20209,2021,12,2,0,68
53375734,20,20209,2021,12,2,1,43
53375734,20,20209,2021,12,2,2,58
53375735,20,20209,2021,12,0,0,499
53375735,20,20209,2021,12,0,1,528
53375735,20,20209,2021,12,0,2,524
53375735,20,20209,2021,12,1,0,456
53375735,20,20209,2021,12,1,1,707
53375735,20,20209,2021,12,1,2,557
53375735,20,20209,2021,12,2,0,467
53375735,20,20209,2021,12,2,1,661
53375735,20,20209,2021,12,2,2,548
53375737,20,20209,2021,12,0,0,23
53375737,20,20209,2021,12,0,2,19
53375737,20,20209,2021,12,1,1,13
53375737,20,20209,2021,12,2,1,10
53375745,20,20209,2021,12,0,0,437
53375745,20,20209,2021,12,0,1,366
53375745,20,20209,2021,12,0,2,411
53375745,20,20209,2021,12,1,0,401
53375745,20,20209,2021,12,1,1,551
53375745,20,20209,2021,12,1,2,527
53375745,20,20209,2021,12,2,0,410
53375745,20,20209,2021,12,2,1,504
53375745,20,20209,2021,12,2,2,497
53375746,20,20209,2021,12,0,0,105
53375746,20,20209,2021,12,0,1,121
53375746,20,20209,2021,12,0,2,108
53375746,20,20209,2021,12,1,0,115
53375746,20,20209,2021,12,1,1,103
53375746,20,20209,2021,12,1,2,124
53375746,20,20209,2021,12,2,0,112
53375746,20,20209,2021,12,2,1,107
53375746,20,20209,2021,12,2,2,120
53375749,20,20209,2021,12,0,0,16
53375749,20,20209,2021,12,1,0,39
53375749,20,20209,2021,12,1,1,13
53375749,20,20209,2021,12,1,2,20
53375749,20,20209,2021,12,2,0,33
53375749,20,20209,2021,12,2,1,10
53375749,20,20209,2021,12,2,2,17
53375754,20,20209,2021,12,0,0,154
53375754,20,20209,2021,12,0,1,110
53375754,20,20209,2021,12,0,2,119
53375754,20,20209,2021,12,1,0,92
53375754,20,20209,2021,12,1,1,90
53375754,20,20209,2021,12,1,2,80
53375754,20,20209,2021,12,2,0,108
53375754,20,20209,2021,12,2,1,95
53375754,20,20209,2021,12,2,2,90
53375755,20,20209,2021,12,0,0,170
53375755,20,20209,2021,12,0,1,31
53375755,20,20209,2021,12,0,2,106
53375755,20,20209,2021,12,1,0,583
53375755,20,20209,2021,12,1,1,88
53375755,20,20209,2021,12,1,2,348
53375755,20,20209,2021,12,2,0,476
53375755,20,20209,2021,12,2,1,73
53375755,20,20209,2021,12,2,2,286
53375756,20,20209,2021,12,0,0,424
53375756,20,20209,2021,12,0,1,721
53375756,20,20209,2021,12,0,2,591
53375756,20,20209,2021,12,1,0,299
53375756,20,20209,2021,12,1,1,567
53375756,20,20209,2021,12,1,2,436
53375756,20,20209,2021,12,2,0,331
53375756,20,20209,2021,12,2,1,607
53375756,20,20209,2021,12,2,2,476
53375757,20,20209,2021,12,0,0,15
53375757,20,20209,2021,12,0,2,11
53375758,20,20209,2021,12,0,0,237
53375758,20,20209,2021,12,0,1,394
53375758,20,20209,2021,12,0,2,297
53375758,20,20209,2021,12,1,0,135
53375758,20,20209,2021,12,1,1,413
53375758,20,20209,2021,12,1,2,268
53375758,20,20209,2021,12,2,0,161
53375758,20,20209,2021,12,2,1,408
53375758,20,20209,2021,12,2,2,276
53375759,20,20209,2021,12,1,0,10
53375759,20,20209,2021,12,1,1,14
53375759,20,20209,2021,12,2,1,11
53375763,20,20209,2021,12,1,1,12
53375764,20,20209,2021,12,0,0,356
53375764,20,20209,2021,12,0,1,204
53375764,20,20209,2021,12,0,2,241
53375764,20,20209,2021,12,1,0,222
53375764,20,20209,2021,12,1,1,150
53375764,20,20209,2021,12,1,2,183
53375764,20,20209,2021,12,2,0,257
53375764,20,20209,2021,12,2,1,164
53375764,20,20209,2021,12,2,2,198
53375765,20,20209,2021,12,0,0,517
53375765,20,20209,2021,12,0,1,262
53375765,20,20209,2021,12,0,2,373
53375765,20,20209,2021,12,1,0,669
53375765,20,20209,2021,12,1,1,258
53375765,20,20209,2021,12,1,2,496
53375765,20,20209,2021,12,2,0,629
53375765,20,20209,2021,12,2,1,259
53375765,20,20209,2021,12,2,2,465
53375766,20,20209,2021,12,0,0,1024
53375766,20,20209,2021,12,0,1,1122
53375766,20,20209,2021,12,0,2,1142
53375766,20,20209,2021,12,1,0,919
53375766,20,20209,2021,12,1,1,1115
53375766,20,20209,2021,12,1,2,1144
53375766,20,20209,2021,12,2,0,946
53375766,20,20209,2021,12,2,1,1116
53375766,20,20209,2021,12,2,2,1143
53375767,20,20209,2021,12,0,0,361
53375767,20,20209,2021,12,0,1,688
53375767,20,20209,2021,12,0,2,559
53375767,20,20209,2021,12,1,0,113
53375767,20,20209,2021,12,1,1,612
53375767,20,20209,2021,12,1,2,397
53375767,20,20209,2021,12,2,0,177
53375767,20,20209,2021,12,2,1,631
53375767,20,20209,2021,12,2,2,439
53375768,20,20209,2021,12,0,0,280
53375768,20,20209,2021,12,0,1,259
53375768,20,20209,2021,12,0,2,285
53375768,20,20209,2021,12,1,0,124
53375768,20,20209,2021,12,1,1,186
53375768,20,20209,2021,12,1,2,163
53375768,20,20209,2021,12,2,0,164
53375768,20,20209,2021,12,2,1,205
53375768,20,20209,2021,12,2,2,194
53375769,20,20209,2021,12,0,0,15
53375769,20,20209,2021,12,1,0,31
53375769,20,20209,2021,12,1,1,35
53375769,20,20209,2021,12,1,2,35
53375769,20,20209,2021,12,2,0,27
53375769,20,20209,2021,12,2,1,26
53375769,20,20209,2021,12,2,2,27
53375773,20,20209,2021,12,0,0,23
53375773,20,20209,2021,12,0,2,28
53375773,20,20209,2021,12,1,0,102
53375773,20,20209,2021,12,1,1,24
53375773,20,20209,2021,12,1,2,51
53375773,20,20209,2021,12,2,0,82
53375773,20,20209,2021,12,2,1,18
53375773,20,20209,2021,12,2,2,45
53375774,20,20209,2021,12,0,0,105
53375774,20,20209,2021,12,0,1,93
53375774,20,20209,2021,12,0,2,91
53375774,20,20209,2021,12,1,0,168
53375774,20,20209,2021,12,1,1,89
53375774,20,20209,2021,12,1,2,129
53375774,20,20209,2021,12,2,0,152
53375774,20,20209,2021,12,2,1,90
53375774,20,20209,2021,12,2,2,119
53375775,20,20209,2021,12,0,0,894
53375775,20,20209,2021,12,0,1,528
53375775,20,20209,2021,12,0,2,645
53375775,20,20209,2021,12,1,0,1189
53375775,20,20209,2021,12,1,1,501
53375775,20,20209,2021,12,1,2,813
53375775,20,20209,2021,12,2,0,1113
53375775,20,20209,2021,12,2,1,508
53375775,20,20209,2021,12,2,2,769
53375776,20,20209,2021,12,0,0,402
53375776,20,20209,2021,12,0,1,311
53375776,20,20209,2021,12,0,2,323
53375776,20,20209,2021,12,1,0,579
53375776,20,20209,2021,12,1,1,336
53375776,20,20209,2021,12,1,2,441
53375776,20,20209,2021,12,2,0,533
53375776,20,20209,2021,12,2,1,330
53375776,20,20209,2021,12,2,2,410
53375777,20,20209,2021,12,0,0,241
53375777,20,20209,2021,12,0,1,265
53375777,20,20209,2021,12,0,2,258
53375777,20,20209,2021,12,1,0,593
53375777,20,20209,2021,12,1,1,160
53375777,20,20209,2021,12,1,2,371
53375777,20,20209,2021,12,2,0,503
53375777,20,20209,2021,12,2,1,187
53375777,20,20209,2021,12,2,2,342
53375778,20,20209,2021,12,0,0,604
53375778,20,20209,2021,12,0,1,822
53375778,20,20209,2021,12,0,2,719
53375778,20,20209,2021,12,1,0,168
53375778,20,20209,2021,12,1,1,662
53375778,20,20209,2021,12,1,2,441
53375778,20,20209,2021,12,2,0,280
53375778,20,20209,2021,12,2,1,703
53375778,20,20209,2021,12,2,2,513
53375779,20,20209,2021,12,0,0,611
53375779,20,20209,2021,12,0,1,577
53375779,20,20209,2021,12,0,2,594
53375779,20,20209,2021,12,1,0,282
53375779,20,20209,2021,12,1,1,525
53375779,20,20209,2021,12,1,2,427
53375779,20,20209,2021,12,2,0,367
53375779,20,20209,2021,12,2,1,538
53375779,20,20209,2021,12,2,2,470
53375784,20,20209,2021,12,0,0,128
53375784,20,20209,2021,12,0,1,50
53375784,20,20209,2021,12,0,2,90
53375784,20,20209,2021,12,1,0,138
53375784,20,20209,2021,12,1,1,120
53375784,20,20209,2021,12,1,2,142
53375784,20,20209,2021,12,2,0,136
53375784,20,20209,2021,12,2,1,102
53375784,20,20209,2021,12,2,2,128
53375785,20,20209,2021,12,0,0,1194
53375785,20,20209,2021,12,0,1,925
53375785,20,20209,2021,12,0,2,1018
53375785,20,20209,2021,12,1,0,1266
53375785,20,20209,2021,12,1,1,852
53375785,20,20209,2021,12,1,2,1022
53375785,20,20209,2021,12,2,0,1247
53375785,20,20209,2021,12,2,1,871
53375785,20,20209,2021,12,2,2,1021
53375786,20,20209,2021,12,0,0,236
53375786,20,20209,2021,12,0,1,313
53375786,20,20209,2021,12,0,2,279
53375786,20,20209,2021,12,1,0,292
53375786,20,20209,2021,12,1,1,342
53375786,20,20209,2021,12,1,2,318
53375786,20,20209,2021,12,2,0,278
53375786,20,20209,2021,12,2,1,335
53375786,20,20209,2021,12,2,2,308
53375787,20,20209,2021,12,0,0,853
53375787,20,20209,2021,12,0,1,1030
53375787,20,20209,2021,12,0,2,923
53375787,20,20209,2021,12,1,0,407
53375787,20,20209,2021,12,1,1,836
53375787,20,20209,2021,12,1,2,684
53375787,20,20209,2021,12,2,0,522
53375787,20,20209,2021,12,2,1,886
53375787,20,20209,2021,12,2,2,746
53375788,20,20209,2021,12,0,0,530
53375788,20,20209,2021,12,0,1,646
53375788,20,20209,2021,12,0,2,604
53375788,20,20209,2021,12,1,0,500
53375788,20,20209,2021,12,1,1,789
53375788,20,20209,2021,12,1,2,623
53375788,20,20209,2021,12,2,0,508
53375788,20,20209,2021,12,2,1,752
53375788,20,20209,2021,12,2,2,618
53375789,20,20209,2021,12,0,0,198
53375789,20,20209,2021,12,0,1,154
53375789,20,20209,2021,12,0,2,201
53375789,20,20209,2021,12,1,0,128
53375789,20,20209,2021,12,1,1,51
53375789,20,20209,2021,12,1,2,87
53375789,20,20209,2021,12,2,0,146
53375789,20,20209,2021,12,2,1,78
53375789,20,20209,2021,12,2,2,116
53375794,20,20209,2021,12,0,0,454
53375794,20,20209,2021,12,0,1,272
53375794,20,20209,2021,12,0,2,381
53375794,20,20209,2021,12,1,0,180
53375794,20,20209,2021,12,1,1,214
53375794,20,20209,2021,12,1,2,210
53375794,20,20209,2021,12,2,0,251
53375794,20,20209,2021,12,2,1,229
53375794,20,20209,2021,12,2,2,254
53375795,20,20209,2021,12,0,0,2381
53375795,20,20209,2021,12,0,1,1562
53375795,20,20209,2021,12,0,2,1902
53375795,20,20209,2021,12,1,0,1086
53375795,20,20209,2021,12,1,1,1484
53375795,20,20209,2021,12,1,2,1316
53375795,20,20209,2021,12,2,0,1420
53375795,20,20209,2021,12,2,1,1504
53375795,20,20209,2021,12,2,2,1467
53375796,20,20209,2021,12,0,0,3830
53375796,20,20209,2021,12,0,1,3219
53375796,20,20209,2021,12,0,2,3479
53375796,20,20209,2021,12,1,0,3948
53375796,20,20209,2021,12,1,1,2824
53375796,20,20209,2021,12,1,2,3218
53375796,20,20209,2021,12,2,0,3918
53375796,20,20209,2021,12,2,1,2926
53375796,20,20209,2021,12,2,2,3285
53375797,20,20209,2021,12,0,0,2867
53375797,20,20209,2021,12,0,1,2795
53375797,20,20209,2021,12,0,2,2780
53375797,20,20209,2021,12,1,0,2517
53375797,20,20209,2021,12,1,1,2714
53375797,20,20209,2021,12,1,2,2656
53375797,20,20209,2021,12,2,0,2607
53375797,20,20209,2021,12,2,1,2735
53375797,20,20209,2021,12,2,2,2688
53375798,20,20209,2021,12,0,0,1332
53375798,20,20209,2021,12,0,1,1351
53375798,20,20209,2021,12,0,2,1320
53375798,20,20209,2021,12,1,0,1006
53375798,20,20209,2021,12,1,1,1138
53375798,20,20209,2021,12,1,2,1069
53375798,20,20209,2021,12,2,0,1090
53375798,20,20209,2021,12,2,1,1193
53375798,20,20209,2021,12,2,2,1134
53375799,20,20209,2021,12,0,0,60
53375799,20,20209,2021,12,0,1,39
53375799,20,20209,2021,12,0,2,44
53375799,20,20209,2021,12,1,0,27
53375799,20,20209,2021,12,1,1,28
53375799,20,20209,2021,12,1,2,35
53375799,20,20209,2021,12,2,0,36
53375799,20,20209,2021,12,2,1,31
53375799,20,20209,2021,12,2,2,37
53376701,20,20209,2021,12,0,0,102
53376701,20,20209,2021,12,0,2,42
53376701,20,20209,2021,12,2,0,29
53376701,20,20209,2021,12,2,2,12
53376702,20,20209,2021,12,0,0,488
53376702,20,20209,2021,12,0,1,587
53376702,20,20209,2021,12,0,2,568
53376702,20,20209,2021,12,1,0,199
53376702,20,20209,2021,12,1,1,472
53376702,20,20209,2021,12,1,2,382
53376702,20,20209,2021,12,2,0,273
53376702,20,20209,2021,12,2,1,501
53376702,20,20209,2021,12,2,2,430
53376703,20,20209,2021,12,0,0,129
53376703,20,20209,2021,12,0,1,154
53376703,20,20209,2021,12,0,2,148
53376703,20,20209,2021,12,1,0,59
53376703,20,20209,2021,12,1,1,46
53376703,20,20209,2021,12,1,2,58
53376703,20,20209,2021,12,2,0,77
53376703,20,20209,2021,12,2,1,74
53376703,20,20209,2021,12,2,2,81
53376704,20,20209,2021,12,0,0,283
53376704,20,20209,2021,12,0,1,147
53376704,20,20209,2021,12,0,2,175
53376704,20,20209,2021,12,1,0,517
53376704,20,20209,2021,12,1,1,289
53376704,20,20209,2021,12,1,2,366
53376704,20,20209,2021,12,2,0,457
53376704,20,20209,2021,12,2,1,252
53376704,20,20209,2021,12,2,2,317
53376705,20,20209,2021,12,0,0,2272
53376705,20,20209,2021,12,0,1,1784
53376705,20,20209,2021,12,0,2,1944
53376705,20,20209,2021,12,1,0,1523
53376705,20,20209,2021,12,1,1,1873
53376705,20,20209,2021,12,1,2,1629
53376705,20,20209,2021,12,2,0,1716
53376705,20,20209,2021,12,2,1,1850
53376705,20,20209,2021,12,2,2,1710
53376706,20,20209,2021,12,0,0,3206
53376706,20,20209,2021,12,0,1,3200
53376706,20,20209,2021,12,0,2,3261
53376706,20,20209,2021,12,1,0,5484
53376706,20,20209,2021,12,1,1,3735
53376706,20,20209,2021,12,1,2,4687
53376706,20,20209,2021,12,2,0,4896
53376706,20,20209,2021,12,2,1,3597
53376706,20,20209,2021,12,2,2,4319
53376707,20,20209,2021,12,0,0,4334
53376707,20,20209,2021,12,0,1,2927
53376707,20,20209,2021,12,0,2,3547
53376707,20,20209,2021,12,1,0,4699
53376707,20,20209,2021,12,1,1,3206
53376707,20,20209,2021,12,1,2,3792
53376707,20,20209,2021,12,2,0,4605
53376707,20,20209,2021,12,2,1,3134
53376707,20,20209,2021,12,2,2,3729
53376708,20,20209,2021,12,0,0,1169
53376708,20,20209,2021,12,0,1,1401
53376708,20,20209,2021,12,0,2,1261
53376708,20,20209,2021,12,1,0,1726
53376708,20,20209,2021,12,1,1,1404
53376708,20,20209,2021,12,1,2,1495
53376708,20,20209,2021,12,2,0,1582
53376708,20,20209,2021,12,2,1,1404
53376708,20,20209,2021,12,2,2,1435
53376709,20,20209,2021,12,0,0,2413
53376709,20,20209,2021,12,0,1,2593
53376709,20,20209,2021,12,0,2,2564
53376709,20,20209,2021,12,1,0,2292
53376709,20,20209,2021,12,1,1,2825
53376709,20,20209,2021,12,1,2,2586
53376709,20,20209,2021,12,2,0,2323
53376709,20,20209,2021,12,2,1,2765
53376709,20,20209,2021,12,2,2,2581
53376711,20,20209,2021,12,0,0,167
53376711,20,20209,2021,12,0,1,157
53376711,20,20209,2021,12,0,2,168
53376711,20,20209,2021,12,1,0,126
53376711,20,20209,2021,12,1,1,216
53376711,20,20209,2021,12,1,2,159
53376711,20,20209,2021,12,2,0,137
53376711,20,20209,2021,12,2,1,201
53376711,20,20209,2021,12,2,2,162
53376712,20,20209,2021,12,0,0,21
53376712,20,20209,2021,12,1,0,24
53376712,20,20209,2021,12,1,2,11
53376712,20,20209,2021,12,2,0,23
53376712,20,20209,2021,12,2,2,10
53376713,20,20209,2021,12,0,0,287
53376713,20,20209,2021,12,0,1,501
53376713,20,20209,2021,12,0,2,434
53376713,20,20209,2021,12,1,0,172
53376713,20,20209,2021,12,1,1,403
53376713,20,20209,2021,12,1,2,287
53376713,20,20209,2021,12,2,0,202
53376713,20,20209,2021,12,2,1,428
53376713,20,20209,2021,12,2,2,325
53376714,20,20209,2021,12,0,0,63
53376714,20,20209,2021,12,0,1,17
53376714,20,20209,2021,12,0,2,42
53376714,20,20209,2021,12,1,0,94
53376714,20,20209,2021,12,1,1,86
53376714,20,20209,2021,12,1,2,80
53376714,20,20209,2021,12,2,0,86
53376714,20,20209,2021,12,2,1,68
53376714,20,20209,2021,12,2,2,70
53376715,20,20209,2021,12,0,0,1316
53376715,20,20209,2021,12,0,1,2056
53376715,20,20209,2021,12,0,2,1699
53376715,20,20209,2021,12,1,0,1809
53376715,20,20209,2021,12,1,1,2334
53376715,20,20209,2021,12,1,2,2066
53376715,20,20209,2021,12,2,0,1682
53376715,20,20209,2021,12,2,1,2262
53376715,20,20209,2021,12,2,2,1971
53376716,20,20209,2021,12,0,0,1839
53376716,20,20209,2021,12,0,1,2498
53376716,20,20209,2021,12,0,2,2265
53376716,20,20209,2021,12,1,0,1916
53376716,20,20209,2021,12,1,1,2346
53376716,20,20209,2021,12,1,2,2131
53376716,20,20209,2021,12,2,0,1896
53376716,20,20209,2021,12,2,1,2386
53376716,20,20209,2021,12,2,2,2166
53376717,20,20209,2021,12,0,0,2789
53376717,20,20209,2021,12,0,1,2790
53376717,20,20209,2021,12,0,2,2844
53376717,20,20209,2021,12,1,0,2819
53376717,20,20209,2021,12,1,1,3259
53376717,20,20209,2021,12,1,2,3189
53376717,20,20209,2021,12,2,0,2812
53376717,20,20209,2021,12,2,1,3138
53376717,20,20209,2021,12,2,2,3100
53376718,20,20209,2021,12,0,0,972
53376718,20,20209,2021,12,0,1,1198
53376718,20,20209,2021,12,0,2,1078
53376718,20,20209,2021,12,1,0,1078
53376718,20,20209,2021,12,1,1,1081
53376718,20,20209,2021,12,1,2,1169
53376718,20,20209,2021,12,2,0,1051
53376718,20,20209,2021,12,2,1,1111
53376718,20,20209,2021,12,2,2,1145
53376719,20,20209,2021,12,0,0,534
53376719,20,20209,2021,12,0,1,606
53376719,20,20209,2021,12,0,2,574
53376719,20,20209,2021,12,1,0,874
53376719,20,20209,2021,12,1,1,510
53376719,20,20209,2021,12,1,2,689
53376719,20,20209,2021,12,2,0,786
53376719,20,20209,2021,12,2,1,535
53376719,20,20209,2021,12,2,2,659
53376721,20,20209,2021,12,0,0,205
53376721,20,20209,2021,12,0,1,258
53376721,20,20209,2021,12,0,2,224
53376721,20,20209,2021,12,1,0,30
53376721,20,20209,2021,12,1,1,236
53376721,20,20209,2021,12,1,2,123
53376721,20,20209,2021,12,2,0,75
53376721,20,20209,2021,12,2,1,242
53376721,20,20209,2021,12,2,2,149
53376722,20,20209,2021,12,0,0,83
53376722,20,20209,2021,12,0,1,79
53376722,20,20209,2021,12,0,2,84
53376722,20,20209,2021,12,1,2,12
53376722,20,20209,2021,12,2,0,24
53376722,20,20209,2021,12,2,1,20
53376722,20,20209,2021,12,2,2,30
53376723,20,20209,2021,12,0,0,165
53376723,20,20209,2021,12,0,1,282
53376723,20,20209,2021,12,0,2,220
53376723,20,20209,2021,12,1,0,547
53376723,20,20209,2021,12,1,1,250
53376723,20,20209,2021,12,1,2,349
53376723,20,20209,2021,12,2,0,449
53376723,20,20209,2021,12,2,1,258
53376723,20,20209,2021,12,2,2,316
53376724,20,20209,2021,12,0,0,315
53376724,20,20209,2021,12,0,1,276
53376724,20,20209,2021,12,0,2,291
53376724,20,20209,2021,12,1,0,558
53376724,20,20209,2021,12,1,1,407
53376724,20,20209,2021,12,1,2,461
53376724,20,20209,2021,12,2,0,496
53376724,20,20209,2021,12,2,1,373
53376724,20,20209,2021,12,2,2,417
53376726,20,20209,2021,12,0,0,1315
53376726,20,20209,2021,12,0,1,1756
53376726,20,20209,2021,12,0,2,1574
53376726,20,20209,2021,12,1,0,3151
53376726,20,20209,2021,12,1,1,2138
53376726,20,20209,2021,12,1,2,2617
53376726,20,20209,2021,12,2,0,2678
53376726,20,20209,2021,12,2,1,2039
53376726,20,20209,2021,12,2,2,2348
53376727,20,20209,2021,12,0,0,1875
53376727,20,20209,2021,12,0,1,1619
53376727,20,20209,2021,12,0,2,1711
53376727,20,20209,2021,12,1,0,1571
53376727,20,20209,2021,12,1,1,1923
53376727,20,20209,2021,12,1,2,1796
53376727,20,20209,2021,12,2,0,1649
